house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
2 BHK Apartment,980 sq ft,Katraj,Pune,18.45099831,73.87236023,16000,INR,2,Posted 4 days ago,"2 bhk flat on rent katraj Kondwa Road, Road tuch society . More About This Property This is a modern and stylish home available for affordable rent in Pune. It is a 2 BHK Apartment situated at Kondhwa Budruk. Designed to meet your lifestyle needs, the Apartment provides a range of modern amenities for the comfort of the residents. It is Semi Furnished. Modern home seekers will experience a comfortable living in this 2 BHK property. The Apartment is on 5 floor, and the total number of floors is 8. The 2 BHK unit is elegantly designed to meet your housing needs. The Apartment has 2 bedrooms. It has 2 bathroom. The 2 BHK unit also includes 1 balcony giving splendid views of the surroundings. It is a North-West facing unit, designed as per vaastu principles. The built-up area of the Apartment is 980 Square feet. The carpet area is 780 Square feet. The monthly rent for the Apartment is Rs 16000. The security deposit is Rs 16000. Project Highlights The Apartment is located within the project Paramount Eros Phase 2 at Kondhwa Budruk. The developer also offers 2 BHK units as a part of this project. There is a provision for lift facility. Modern safety features like cctv facility have also been installed in the property. The locality Kondhwa Budruk enjoys good connectivity and convenience in terms of a well-developed social infrastructure",No Deposit,Semi-Furnished
2 BHK Apartment,"1,050 sq ft",Lohegaon,Pune,18.61468887,73.90813446,22000,INR,2,Posted 4 days ago,"It has area of 1050 sqft and is available at a rent of Rs. 22,000. The house is semi-furnished. It has intercom. Other amenities include club house, gymnasium, club house and children's play area. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,050 sq ft",Wakad,Pune,18.59825516,73.75430298,32000,INR,2,Posted 4 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Vilas Javdekar Eco Shelters Yashwin Encore. It has area of 1050 sqft and is available at a rent of Rs. 32,000. It is a furnished property. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Furnished
1 BHK Apartment,650 sq ft,Wadgaon Sheri,Pune,18.54046059,73.92725372,18000,INR,1,Posted 2 days ago,"This spacious 1 bhk multistorey apartment is available for rental and is located in Karan Group Rhea, one of the most prestigious projects of Wadgaon Sheri. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,095 sq ft",Kharadi,Pune,18.55656815,73.95006561,32000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Goel Ganga Development Constella, Kharadi. It has an area of 1095 sqft with a carpet area of 915 sqft . The property is available at a monthly rental of Rs. 32,000 . It is an unfurnished property. It is a 4 year old ready-to-move-in property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,450 sq ft",Wanowrie,Pune,18.48399353,73.89331818,35000,INR,3,Posted a day ago,"A spacious 3 bhk multistorey apartment is available for rental in Gulmohar Habitat I, Wanowrie, Pune. It is a semi-furnished property. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,550 sq ft,Yerawada,Pune,18.54866982,73.88941193,17000,INR,1,Posted 2 days ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Sai Developer Vashi Neeta Park. It has an area of 550 sqft . The property is available at a monthly rental of Rs. 17,000 . It is a ready-to-move-in property. It is made in way to provide a comfortable living. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,660 sq ft,Hinjewadi,Pune,18.59741592,73.69973755,27000,INR,2,Posted 4 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Saheel Properties Itrend Homes Phase I. It has an area of 660 sqft with a carpet area of 650 sqft . The property is available at a monthly rental of Rs. 27,000 . The house is furnished. It is made in way to provide a comfortable living. Contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,900 sq ft",Dattavadi,Pune,18.4901371,73.8343277,48000,INR,3,Posted 2 days ago,"It’s a 3 bhk multistorey apartment situated in Rohan Builders And Developers Kritika, Dattavadi. It has a built-up area of 1900 sqft and is available for rent at Rs. 48,000 per month . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. "," 1,50,000",Unfurnished
2 BHK Apartment,"1,200 sq ft",Mundhwa,Pune,18.52955055,73.92822266,55500,INR,2,Posted 2 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Sapra Power Boulevard. It has an area of 1200 sqft with a carpet area of 880 sqft . The property is available at a monthly rental of Rs. 55,500 . It is a furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 2,50,000",Furnished
2 BHK Apartment,"1,233 sq ft",Kharadi,Pune,18.55314255,73.93899536,27000,INR,2,Posted 3 days ago,"It’s a 2 bhk multistorey apartment situated in Nirman Developers Altius, Kharadi. It has a built-up area of 1233 sqft and is available for rent at Rs. 27,000 per month . The house is furnished. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact us for more details. ","50,000",Furnished
1 BHK Apartment,650 sq ft,Kondhwa,Pune,18.45364571,73.88815308,10000,INR,1,Posted 4 days ago,"It’s a 1 bhk multistorey apartment situated in Dugad Group Heaven Park, Kondhwa, Pune. It has a built-up area of 650 sqft and is available for rent at Rs. 10,000 per month . It is a semi-furnished property. It is a 12 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,228 sq ft",Viman Nagar,Pune,18.56938934,73.91133118,50000,INR,2,Posted 4 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Siddhesh properties Optimus. It has a built-up area of 1228 sqft and is available for rent at Rs. 50,000 per month . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Furnished
