house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
3 BHK Apartment,"1,000 sq ft",Kalighat,Kolkata,22.51507187,88.34973145,35000,INR,2,Posted 2 days ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Kalighat. It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 ac and 1 bed. It is facing southeast direction. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Furnished
2 BHK Apartment,"1,210 sq ft",Tollygunge,Kolkata,22.50719833,88.34632874,37000,INR,2,Posted 2 days ago,"Itâs a 2 bhk multistorey apartment situated in Tollygunge, Kolkata. It has an area of 1210 sqft with a carpet area of 950 sqft . The property is available at a monthly rental of Rs. 37,000 . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 dining table. It also has 1 ac and 1 bed. It is southeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,500 sq ft",Tollygunge,Kolkata,22.49505424,88.34812927,25000,INR,2,Posted 2 days ago,"A 2 bhk property is available for rent in Tollygunge, Kolkata. It has a built-up area of 1500 sqft and is available for rent at Rs. 25,000 per month . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection and 1 bed. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",No Deposit,Furnished
1 BHK Apartment,500 sq ft,Chinar Park,Kolkata,22.62438965,88.43882751,8000,INR,1,Posted 3 hours ago,"A 1 bhk property is available for rent in Chinar Park, Kolkata. It has area of 500 sqft and is available at a rent of Rs. 8,000. The house is unfurnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,500 sq ft",New Town,Kolkata,22.62215233,88.46941376,30000,INR,3,Posted 4 hours ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Bengal Shelter Akankha, one of the most prestigious projects of New Town. It has an area of 1500 sqft with a carpet area of 1339 sqft . The property is available at a monthly rental of Rs. 30,000 . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 dining table, 1 ac and 1 bed. It has power backup. Other amenities include swimming pool, gymnasium and lift available. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,900 sq ft,New Town,Kolkata,22.56936646,88.51037598,16500,INR,2,Posted 2 days ago,"It has an area of 900 sqft with a carpet area of 690 sqft . The property is available at a monthly rental of Rs. 16,500 . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ","32,000",Unfurnished
2 BHK Apartment,637 sq ft,New Town,Kolkata,22.56690979,88.50862122,13000,INR,2,Posted 2 days ago,"Itâs a 2 bhk multistorey apartment situated in Shapoorji Pallonji Real Estate Shukhobrishti, New Town. It has a built-up area of 637 sqft and is available for rent at Rs. 13,000 per month . It is an unfurnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ","26,000",Unfurnished
3 BHK Apartment,"1,809 sq ft",New Town,Kolkata,22.56948662,88.51039124,27000,INR,2,Posted 2 days ago,"Itâs a 3 bhk multistorey apartment situated in New Town. It has a built-up area of 1809 sqft and is available for rent at Rs. 27,000 per month . It is an unfurnished property. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. ","54,000",Unfurnished
2 BHK Independent House,800 sq ft,Maheshtala,Kolkata,12.92714691,80.18982697,18000,INR,2,Posted 3 days ago,"This spacious 2 bhk independent house is available for rental and is located in Independent House Independent House, one of the most prestigious projects of Maheshtala. It has a built-up area of 800 sqft and is available for rent at Rs. 18,000 per month . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. "," 1,15,000",Unfurnished
3 BHK Apartment,"1,400 sq ft",Tangra,Kolkata,22.55966759,88.37974548,30000,INR,2,Posted a month ago,"Itâs a 3 bhk multistorey apartment situated in Sureka Properties Sunrise Estates, Tangra, Kolkata. It has a built-up area of 1400 sqft and is available for rent at Rs. 30,000 per month . The house is furnished. It is northeast facing property. It is a 21 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,900 sq ft,Entally,Kolkata,22.5548954,88.37236786,25000,INR,2,Posted a month ago,"It has an area of 900 sqft . The property is available at a monthly rental of Rs. 25,000 . This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Beliaghata,Kolkata,22.56826973,88.3900528,18000,INR,2,Posted 2 months ago,"Well designed 2 bhk multistorey apartment is available at a prime location in West Bengal WBHB Belaghata. It has an area of 1200 sqft with a carpet area of 1000 sqft . The property is available at a monthly rental of Rs. 18,000 . It is an unfurnished property. It is north facing property. It is a 13 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment,"1,180 sq ft",Beliaghata,Kolkata,22.56826973,88.3900528,17000,INR,2,Posted 2 months ago,"A spacious 2 bhk multistorey apartment is available for rental in West Bengal WBHB Belaghata, Beliaghata, Kolkata. It has an area of 1180 sqft with a carpet area of 955 sqft . The property is available at a monthly rental of Rs. 17,000 . The house is semi-furnished. It is a 13 year old ready-to-move-in property. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,379 sq ft",Jodhpur Park,Kolkata,22.50956535,88.36716461,26000,INR,2,Posted 9 days ago,"Itâs a 3 bhk multistorey apartment situated in Jodhpur Park. It has a built-up area of 1379 sqft and is available for rent at Rs. 26,000 per month . It is an unfurnished property. Its main door is facing southeast direction. It is a ready-to-move-in property. Contact us for more details. ",No Deposit,Unfurnished
4 BHK Independent House,"1,800 sq ft",Park Street Area,Kolkata,22.54745865,88.35938263,40000,INR,3,Posted a month ago,"Itâs a 4 bhk independent house situated in Park Street Area. The house is furnished. Its main door is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,500 sq ft",Tangra,Kolkata,22.54969978,88.39953613,48000,INR,2,Posted a month ago,"Itâs a 2 bhk multistorey apartment situated in Space Group Silver Spring, Tangra. Its main door is facing northeast direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,800 sq ft",Ballygunge,Kolkata,22.52391434,88.35446167,85000,INR,3,Posted 2 months ago,"It has an area of 1800 sqft . The property is available at a monthly rental of Rs. 85,000 . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,300 sq ft",Tangra,Kolkata,22.55352974,88.37532043,40000,INR,2,Posted 2 months ago,"Itâs a 3 bhk multistorey apartment situated in Merlin Group Legacy, Tangra. It has a built-up area of 1300 sqft and is available for rent at Rs. 40,000 per month . The house is furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,900 sq ft",Entally,Kolkata,22.5548954,88.37236786,60000,INR,3,Posted 2 months ago,"Itâs a 3 bhk multistorey apartment situated in Entally, Kolkata. It has area of 1900 sqft and is available at a rent of Rs. 60,000. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,700 sq ft",Ballygunge,Kolkata,22.52163124,88.36158752,70000,INR,2,Posted 2 months ago,"Itâs a 3 bhk multistorey apartment situated in Swaraj Homes Dover Residency, Ballygunge, Kolkata. It is a furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",No Deposit,Furnished
2 BHK Apartment,"1,500 sq ft",Tangra,Kolkata,22.54969978,88.39953613,48000,INR,2,Posted a month ago,"Itâs a 2 bhk multistorey apartment situated in Space Group Silver Spring, Tangra. Its main door is facing northeast direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Independent Floor,620 sq ft,Regent Park,Kolkata,22.48421288,88.35433197,9000,INR,1,Posted 25 days ago,"This spacious 2 bhk builder floor is available for rental and is located in the heart of Regent Park. It is an unfurnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
1 BHK Independent Floor,400 sq ft,Jadavpur,Kolkata,22.49611664,88.36818695,11000,INR,1,Posted 9 days ago,"Well designed 1 bhk builder floor is available at a prime location in Jadavpur. It has area of 400 sqft and is available at a rent of Rs. 11,000. The house is furnished. Its main door is facing southeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,950 sq ft,Shyamnagar,Kolkata,22.82364464,88.37520599,15000,INR,2,Posted a month ago,Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details.,No Deposit,Unfurnished
2 BHK Apartment,800 sq ft,Kalighat,Kolkata,22.51507187,88.34973145,31000,INR,2,Posted 9 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Kalighat. It has area of 800 sqft and is available at a rent of Rs. 31,000. It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 ac and 1 bed. It is facing southeast direction. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,980 sq ft,Lake Gardens,Kolkata,22.50548172,88.35598755,26000,INR,2,Posted 9 days ago,"Itâs a 2 bhk multistorey apartment situated in Lake Gardens, Kolkata. It has an area of 980 sqft with a carpet area of 800 sqft . The property is available at a monthly rental of Rs. 26,000 . The house is semi-furnished. It is southeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,850 sq ft,Madurdaha Hussainpur,Kolkata,22.50014687,88.40655518,14000,INR,2,Posted 9 days ago,Well designed 2 bhk multistorey apartment is available at a prime location in Saswata Consultants 514 Madurdah. The house is unfurnished. It is a 11 year old ready-to-move-in property. The society is well connected by different modes of transportation. Contact us for more details.,No Deposit,Unfurnished
3 BHK Apartment,"2,200 sq ft",New Town,Kolkata,22.5613575,88.49529266,50000,INR,3,Posted 6 months ago,"A spacious 3 bhk multistorey apartment is available for rental in Uniworld City Frisco, New Town, Kolkata. It has an area of 2200 sqft with a carpet area of 1617 sqft . The property is available at a monthly rental of Rs. 50,000 . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has children's play area as well as swimming pool. The project also has community hall and gymnasium. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Furnished
3 BHK Apartment,"2,000 sq ft",New Town,Kolkata,22.56228256,88.49120331,65000,INR,3,Posted 6 months ago,"A 3 bhk property is available for rental in Rosedale Developers Garden, New Town, Kolkata. It has an area of 2000 sqft with a carpet area of 1800 sqft . The property is available at a monthly rental of Rs. 65,000 . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has swimming pool as well as gymnasium. The project also has club house, power backup, cctv, lift available, sports facility, children's play area and community hall. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,950 sq ft,New Town,Kolkata,22.57851791,88.49215698,30000,INR,2,Posted 6 months ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of New Town. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,950 sq ft,New Town,Kolkata,22.57851791,88.49215698,30000,INR,2,Posted 6 months ago,"It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Independent Floor,650 sq ft,Picnic Garden,Kolkata,22.53048897,88.38163757,10000,INR,1,Posted a month ago,"This spacious 2 bhk builder floor is available for rental and is located in the heart of Picnic Garden. It has a built-up area of 650 sqft and is available for rent at Rs. 10,000 per month . It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Unfurnished
2 BHK Independent Floor,700 sq ft,Tagore Park,Kolkata,22.52231979,88.39443207,9000,INR,1,Posted a month ago,"This spacious 2 bhk builder floor is available for rental and is located in the heart of Tagore Park. It has a built-up area of 700 sqft and is available for rent at Rs. 9,000 per month . It is an unfurnished property. It is southeast facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",No Deposit,Unfurnished
3 BHK Apartment,"1,500 sq ft",New Town,Kolkata,22.58158112,88.49728394,45000,INR,2,Posted 2 months ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Tata Realty Avenida, one of the most prestigious projects of New Town. It has a built-up area of 1500 sqft and is available for rent at Rs. 45,000 per month . The house is unfurnished. It has club house. Other amenities include sports facility, gymnasium, children's play area, intercom, swimming pool, community hall, gymnasium, gated_community and power backup. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment,"1,255 sq ft",New Town,Kolkata,22.5810833,88.49833679,27000,INR,2,Posted 2 months ago,"It has area of 1255 sqft and is available at a rent of Rs. 27,000. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,933 sq ft,Rajarhat,Kolkata,22.63172913,88.48828888,18000,INR,2,Posted a month ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Rajarhat. It has area of 933 sqft and is available at a rent of Rs. 18,000. It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,120 sq ft",Rajarhat,Kolkata,22.62733459,88.49269867,18000,INR,2,Posted a month ago,"Itâs a 3 bhk multistorey apartment situated in Rajarhat, Kolkata. It has a built-up area of 1120 sqft and is available for rent at Rs. 18,000 per month . Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",No Deposit,Furnished
2 BHK Apartment,950 sq ft,Behala,Kolkata,22.48324394,88.30055237,22000,INR,2,Posted a month ago,"A 2 bhk property is available for rental in Diamond Group City West, Behala, Kolkata. It has a built-up area of 950 sqft and is available for rent at Rs. 22,000 per month . It is a furnished property. It has 1 refrigerator, 1 sofa, 1 dining table and 1 ac. It has full power backup. Other amenities include club house, community hall, children's play area, intercom facility, swimming pool, gymnasium, gated community, lift(s) and cctv. It is facing south direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Furnished
3 BHK Independent Floor,"1,200 sq ft",Barasat,Kolkata,22.69384575,88.48717499,20000,INR,2,Posted 2 months ago,"It has a built-up area of 1200 sqft and is available for rent at Rs. 20,000 per month . The house is unfurnished. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,415 sq ft",Salt Lake City,Kolkata,22.57017517,88.44740295,55000,INR,2,Posted 2 months ago,"It has an area of 1415 sqft with a carpet area of 980 sqft . The property is available at a monthly rental of Rs. 55,000 . It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 ac and 1 bed. It has club house as well as full power backup. The project also has children's play area, cctv, swimming pool, lift(s), gymnasium, gated community and intercom. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",No Deposit,Furnished
3 BHK Apartment,"1,982 sq ft",Madurdaha Hussainpur,Kolkata,22.51182747,88.40965271,75000,INR,3,Posted a month ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Bengal NRI Urbana New Towers. It has area of 1982 sqft and is available at a rent of Rs. 75,000. It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,951 sq ft,Narendrapur,Kolkata,22.43966866,88.39659882,18000,INR,2,Posted a month ago,"It has a built-up area of 951 sqft and is available for rent at Rs. 18,000 per month . It is a semi-furnished property. It is facing south direction. It is made in way to provide a comfortable living. Please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,210 sq ft",Garia,Kolkata,22.47738457,88.40048981,38000,INR,2,Posted a month ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Ambuja Neotia Upohar The Condoville, one of the most prestigious projects of Garia. It is south facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,950 sq ft,Behala,Kolkata,22.48324394,88.30055237,22000,INR,2,Posted a month ago,"A 2 bhk property is available for rental in Diamond Group City West, Behala, Kolkata. It has a built-up area of 950 sqft and is available for rent at Rs. 22,000 per month . It is a furnished property. It has 1 refrigerator, 1 sofa, 1 dining table and 1 ac. It has full power backup. Other amenities include club house, community hall, children's play area, intercom facility, swimming pool, gymnasium, gated community, lift(s) and cctv. It is facing south direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Furnished
2 BHK Independent Floor,700 sq ft,Jadavpur,Kolkata,22.48300743,88.38424683,8500,INR,1,Posted a month ago,"If you are looking for a modern house on rent in Kolkata, this Independent Floor in Baghajatin can be your perfect home. It is a 2 BHK Independent Floor designed to meet your space and lifestyle needs. The 2 BHK unit is Unfurnished. This rented 2 BHK property is spacious and well-designed, with access to all the conveniences for any modern home seeker. It is located on floor 1 out of a total 3 floors . The Independent Floor has 2 bedrooms and 1 bathroom. It also has 1 balcony, giving uninterrupted views of the surroundings. There is lush greenery around this Independent Floor. It is a South-West facing Independent Floor designed as per vaastu principles. The carpet area of this unit is 560 Square feet. The built-up area is 700 Square feet. The monthly rent payable for this Independent Floor is Rs 8500. The security deposit is Rs 8500. Project Highlights The project also offers 2 BHK units",No Deposit,Unfurnished
2 BHK Independent Floor,700 sq ft,Tagore Park,Kolkata,22.52231979,88.39443207,10000,INR,1,Posted a month ago,"A spacious 2 bhk builder floor is available for rental in Tagore Park, Kolkata. It has an area of 700 sqft with a carpet area of 550 sqft . The property is available at a monthly rental of Rs. 10,000 . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,300 sq ft",Tagore Park,Kolkata,22.52231979,88.39443207,22000,INR,2,Posted a month ago,"Itâs a 3 bhk multistorey apartment situated in Tagore Park, Kolkata. It has an area of 1300 sqft with a carpet area of 980 sqft . The property is available at a monthly rental of Rs. 22,000 . It is an unfurnished property. Its main door is facing southeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Unfurnished
2 BHK Independent Floor,720 sq ft,Picnic Garden,Kolkata,22.53048897,88.38163757,8500,INR,1,Posted a month ago,"Well designed 2 bhk builder floor is available at a prime location in Picnic Garden. It has area of 720 sqft and is available at a rent of Rs. 8,500. It is an unfurnished property. Its main door is facing northwest direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment,800 sq ft,East Kolkata Township,Kolkata,22.51454353,88.4100647,23000,INR,2,Posted a month ago,"Itâs a 2 bhk multistorey apartment situated in East Kolkata Township, Kolkata. The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing southeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Contact us for more details. ",No Deposit,Furnished
2 BHK Independent Floor,750 sq ft,Picnic Garden,Kolkata,22.53048897,88.38163757,17500,INR,1,Posted a month ago,"It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 gas connection, 1 ac and 1 bed. Its main door is facing southwest direction. This residential property is ready-to-move-in. Please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,200 sq ft",kalikapura,Kolkata,22.59084129,88.50480652,35000,INR,2,Posted a month ago,Well designed 3 bhk multistorey apartment is available at a prime location in kalikapura. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details.,No Deposit,Furnished
2 BHK Independent Floor,750 sq ft,Tagore Park,Kolkata,22.52231979,88.39443207,10000,INR,1,Posted a month ago,"A spacious 2 bhk builder floor is available for rental in Tagore Park, Kolkata. It is an unfurnished property. Its main door is facing southeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment,900 sq ft,kalikapura,Kolkata,22.59084129,88.50480652,23000,INR,2,Posted a month ago,"A spacious 2 bhk multistorey apartment is available for rental in kalikapura, Kolkata. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing southwest direction. It is a ready-to-move-in property. Kindly call us for details. ",No Deposit,Furnished
1 BHK Apartment,450 sq ft,New Town,Kolkata,22.57060814,88.50910187,14000,INR,1,Posted a month ago,"A spacious 1 bhk multistorey apartment is available for rental in Shapoorji Pallonji Real Estate Shukhobrishti Spriha Phase 5 And 6, New Town, Kolkata. It has a built-up area of 450 sqft and is available for rent at Rs. 14,000 per month . It is a furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,900 sq ft,Tollygunge,Kolkata,22.46489525,88.3339386,15000,INR,2,Posted a month ago,"It is an unfurnished property. Its main door is facing northwest direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,902 sq ft,New Town,Kolkata,22.57060814,88.50910187,17000,INR,2,Posted a month ago,"It has a built-up area of 902 sqft and is available for rent at Rs. 17,000 per month . It is an unfurnished property. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Contact us for more details. ",No Deposit,Unfurnished
1 BHK Apartment,450 sq ft,New Town,Kolkata,22.57060814,88.50910187,12000,INR,1,Posted a month ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Shapoorji Pallonji Real Estate Shukhobrishti Spriha Phase 5 And 6. It has an area of 450 sqft with a carpet area of 350 sqft . The property is available at a monthly rental of Rs. 12,000 . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,650 sq ft,New Town,Kolkata,22.57221222,88.51048279,13000,INR,2,Posted a month ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Shapoorji Pallonji Real Estate Shukhobrishti Spriha Phase 11. It has an area of 650 sqft with a carpet area of 480 sqft . The property is available at a monthly rental of Rs. 13,000 . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,902 sq ft,New Town,Kolkata,22.57060814,88.50910187,17000,INR,2,Posted a month ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Shapoorji Pallonji Real Estate Shukhobrishti Spriha Phase 5 And 6, one of the most prestigious projects of New Town. It has a built-up area of 902 sqft and is available for rent at Rs. 17,000 per month . The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Unfurnished
2 BHK Apartment,963 sq ft,Saha Para,Kolkata,22.45936203,88.39842224,18000,INR,2,Posted a month ago,"A spacious 2 bhk multistorey apartment is available for rental in Saha Para, Kolkata. It has an area of 963 sqft . The property is available at a monthly rental of Rs. 18,000 . Its main door is facing south direction. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,250 sq ft",New Town,Kolkata,22.58076668,88.4497757,22000,INR,2,Posted 11 days ago,"Well designed 3 bhk multistorey apartment is available at a prime location in West Bengal Housing Millennium Towers. It has area of 1250 sqft and is available at a rent of Rs. 22,000. It is facing south direction. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",No Deposit,Unfurnished
