house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
3 BHK Apartment,"2,400 sq ft",Kotturpuram,Chennai,13.01939106,80.24600983,130000,INR,4,Posted 12 days ago,"It’s a 3 bhk multistorey apartment situated in Kotturpuram. The house is semi-furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing south direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",No Deposit,Semi-Furnished
4 BHK Villa,"3,500 sq ft",Injambakkam,Chennai,12.91462135,80.24972534,200000,INR,4,Posted 2 days ago,"A 4 bhk property is available for rent in Injambakkam, Chennai. It has a built-up area of 3500 sqft and is available for rent at Rs. 2.00 lac per month . The house is furnished. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact for more details. ",No Deposit,Furnished
3 BHK Apartment,"2,000 sq ft",Palavakkam,Chennai,12.96887207,80.26267242,40000,INR,3,Posted 4 days ago,"It’s a 3 bhk multistorey apartment situated in MS Charan Builders MM Seaview, Palavakkam, Chennai. It has area of 2000 sqft and is available at a rent of Rs. 40,000. It is a semi-furnished property. It is facing northeast direction. It is a 9 year old ready-to-move-in property. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,500 sq ft",Perungudi,Chennai,12.96346378,80.2459259,100000,INR,3,Posted 4 days ago,"A spacious 3 bhk multistorey apartment is available for rental in Amara Group Akasha, Perungudi, Chennai. It has a built-up area of 2500 sqft and is available for rent at Rs. 1.00 lac per month . It is facing west direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",No Deposit,Furnished
3 BHK Apartment,"1,150 sq ft",Porur,Chennai,13.03140736,80.16858673,30000,INR,3,Posted 2 days ago,"A spacious 3 bhk multistorey apartment is available for rental in Porur, Chennai. It has a built-up area of 1150 sqft and is available for rent at Rs. 30,000 per month . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",No Deposit,Semi-Furnished
4 BHK Apartment,"2,598 sq ft",Royapettah,Chennai,13.05925465,80.26208496,100000,INR,4,Posted 2 months ago,"It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Semi-Furnished
4 BHK Villa,"2,100 sq ft",Kotivakkam,Chennai,12.93814945,80.23806763,70000,INR,4,Posted a month ago,"Well designed 4 bhk villa is available at a prime location in Kotivakkam. It has an area of 2100 sqft . The property is available at a monthly rental of Rs. 70,000 . It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,150 sq ft",Porur,Chennai,13.03876495,80.14858246,37000,INR,2,Posted a month ago,"It has a built-up area of 1150 sqft and is available for rent at Rs. 37,000 per month . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It has full power backup. Other amenities include club house, lift available, power backup, children's play area, gymnasium, swimming pool, gated community, intercom and cctv. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",No Deposit,Furnished
4 BHK Villa,"3,200 sq ft",Uthandi,Chennai,12.8675499,80.24504089,135000,INR,4,Posted a month ago,"A 4 bhk property is available for rent in Uthandi, Chennai. It is a furnished property. It is facing north direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,695 sq ft",Navallur,Chennai,12.83594799,80.23256683,65000,INR,3,Posted 3 days ago,"It’s a 3 bhk multistorey apartment situated in House Of Hiranandani Sinovia, Navallur. It has a built-up area of 1695 sqft and is available for rent at Rs. 65,000 per month . It is a 7 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. "," 4,00,000",Furnished
