house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
3 BHK Apartment,"1,250 sq ft",Kandivali East,Mumbai,19.20726585,72.87004089,84000,INR,2,Posted 2 days ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Sea Princess Gundecha Trillium, one of the most prestigious projects of Kandivali East. It has a built-up area of 1250 sqft and is available for rent at Rs. 84,000 per month . It is a 7 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,875 sq ft,Malad West,Mumbai,19.17985725,72.83942413,55000,INR,3,Posted 2 days ago,"Itâs a 2 bhk multistorey apartment situated in HDIL Dheeraj Jamuna, Malad West, Mumbai. It has an area of 875 sqft with a carpet area of 630 sqft . The property is available at a monthly rental of Rs. 55,000 . It is a furnished property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",No Deposit,Furnished
2 BHK Apartment,"1,000 sq ft",Wadala,Mumbai,19.03312111,72.87160492,100000,INR,3,Posted 4 days ago,"Itâs a 2 bhk multistorey apartment situated in Lodha Group New Cuffe Parade Lodha Estrella, Wadala, Mumbai. It has a built-up area of 1000 sqft and is available for rent at Rs. 1.00 lac per month . The house is unfurnished. It is a 5 year old ready-to-move-in property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 3,00,000",Unfurnished
4 BHK Apartment,"1,800 sq ft",Seawoods,Mumbai,19.01904106,73.01779938,65000,INR,3,Posted 4 days ago,"Itâs a 4 bhk multistorey apartment situated in Seawoods. It has area of 1800 sqft and is available at a rent of Rs. 65,000. The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,900 sq ft,Ghansoli,Mumbai,19.11883354,73.00683594,45000,INR,2,Posted 3 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Shakti Developers Calista, Ghansoli, Mumbai. It has area of 900 sqft and is available at a rent of Rs. 45,000. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,150 sq ft",Santacruz West,Mumbai,19.05635643,72.8288269,145000,INR,2,Posted 3 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Swaraj Homes Ekta Heritage, Santacruz West, Mumbai. It has an area of 1150 sqft with a carpet area of 750 sqft . The property is available at a monthly rental of Rs. 1.45 lac . This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,280 sq ft",Koper Khairane,Mumbai,19.11039543,73.0037384,45000,INR,2,Posted 3 days ago,"A 2 bhk property is available for rental in Koperkhairane The Address CHS Ltd Infinity Tower, Koper Khairane, Mumbai. It has area of 1280 sqft and is available at a rent of Rs. 45,000. The house is semi-furnished. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,800 sq ft",Dadar East,Mumbai,19.01069641,72.84835815,180000,INR,3,Posted 3 days ago,"A 3 bhk property is available for rental in Bhavya Heights, Dadar East, Mumbai. It has a built-up area of 2800 sqft and is available for rent at Rs. 1.80 lac per month . The house is semi-furnished. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,260 sq ft",Powai,Mumbai,19.12307358,72.9131546,82000,INR,2,Posted 3 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in L And T Realty Emerald Isle. It has area of 1260 sqft and is available at a rent of Rs. 82,000. The house is semi-furnished. It is a 8 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",No Deposit,Semi-Furnished
1 BHK Apartment,500 sq ft,Lower Parel,Mumbai,18.99590683,72.82880402,57000,INR,2,Posted 3 days ago,"It has an area of 500 sqft with a carpet area of 460 sqft . The property is available at a monthly rental of Rs. 57,000 . It is a semi-furnished property. It is a 3 year old ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,550 sq ft",Thane West,Mumbai,19.22829056,72.96980286,65000,INR,3,Posted 2 days ago,"Itâs a 3 bhk multistorey apartment situated in Hiranandani Developers Meadows, Thane West, Mumbai. It has an area of 1550 sqft with a carpet area of 1100 sqft . The property is available at a monthly rental of Rs. 65,000 . It is a furnished property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,645 sq ft",Mulund East,Mumbai,19.17504692,72.96379089,55000,INR,3,Posted 2 days ago,"Itâs a 3 bhk multistorey apartment situated in Indu Enterprise Mulund Kavita Kiran CHS, Mulund East. It has a built-up area of 1645 sqft and is available for rent at Rs. 55,000 per month . This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",No Deposit,Unfurnished
